Symbol,InstrumentToken,Name,BSE_TOKEN,NSE_TOKEN,Segment,InstrumentType
647MH28-SG,197889,SDL MH 6.47% 2028,,773,NSE,EQ
656MH30-SG,198657,SDL MH 6.56% 2030,,776,NSE,EQ
KEEPLEARN,134829316,DSJ KEEP LEARNING,526677,778,BSE,EQ
654UP30-SG,199425,SDL UP 6.54% 2030,,779,NSE,EQ
DALMIASUG,128024836,DALMIA BHARAT SUGAR AND INDUST,500097,781,BSE,EQ
662KA32-SG,200193,SDL KA 6.62% 2032,,782,NSE,EQ
SGBDEC2512-GB,203521,2.50%GOLDBONDS2025 SR-XII,,795,NSE,EQ
SHIVATEX,130843652,SHIVA TEXYARN,511108,804,BSE,EQ
DCM,128721924,DCM,502820,805,BSE,EQ
BSHSL,207105,BOMBAY SUPER HYBRID SEEDS,,809,NSE,EQ
DCMSHRIRAM,133981956,DCM SHRIRAM,523367,811,BSE,EQ
DCW,128029956,DCW,500117,817,BSE,EQ
BANKA,210433,BANKA BIOLOO,,822,NSE,EQ
DEEPAKFERT,128165124,DEEPAK FERTILISERS & PETROCHEM,500645,827,BSE,EQ
SGBOC28VII-GB,213505,2.50%GOLDBONDS2028SR-VII,,834,NSE,EQ
575PY26-SG,214017,SDL PY 5.75% 2026,,836,NSE,EQ
61RJ27-SG,214273,SDL RJ 6.1% 2027,,837,NSE,EQ
645HP29-SG,214529,SDL HP 6.45% 2029,,838,NSE,EQ
651HP30-SG,215041,SDL HP 6.51% 2030,,840,NSE,EQ
64KA30B-SG,215809,SDL KA 6.4% 2030,,843,NSE,EQ
64GJ30A-SG,216577,SDL GJ 6.4% 2030,,846,NSE,EQ
SMVD-SM,216833,SMVD POLY PACK,,847,NSE,EQ
642UP30-SG,217345,SDL UP 6.42% 2030,,849,NSE,EQ
642GA30-SG,218113,SDL GA 6.42% 2030,,852,NSE,EQ
644UK30-SG,218369,SDL UK 6.44% 2030,,853,NSE,EQ
645RJ30-SG,218881,SDL RJ 6.45% 2030,,855,NSE,EQ
DHAMPURSUG,128030468,DHAMPUR SUGAR MILLS,500119,857,BSE,EQ
655TR30-SG,219649,SDL TR 6.55% 2030,,858,NSE,EQ
648KA31-SG,220417,SDL KA 6.48% 2031,,861,NSE,EQ
SGBDEC2513-GB,220673,2.50%GOLDBONDS2025SR-XIII,,862,NSE,EQ
655AP33-SG,221185,SDL AP 6.55% 2033,,864,NSE,EQ
672HR35-SG,221953,SDL HR 6.72% 2035,,867,NSE,EQ
ASTRON,138450948,ASTRON PAPER & BOARD MILL LIMI,540824,874,BSE,EQ
677AP38-SG,224257,SDL AP 6.77% 2038,,876,NSE,EQ
676PN40-SG,224513,SDL PN 6.76% 2040,,877,NSE,EQ
678TS50-SG,224769,SDL TS 6.78% 2050,,878,NSE,EQ
DRREDDY,128031748,DR.REDDYS LABORATORIES,500124,881,BSE,EQ
KHAICHEM,129995268,KHAITAN CHEMICALS & FERTILIZER,507794,896,BSE,EQ
EICHERMOT,129331204,EICHER MOTORS,505200,910,BSE,EQ
EQUITASBNK,139070212,EQUITAS SMALL FINANCE BANK LIM,543243,913,BSE,EQ
EIDPARRY,128032004,E.I.D.-PARRY (INDIA),500125,916,BSE,EQ
EIHOTEL,128215044,EIH - OBEROI HOTELS,500840,919,BSE,EQ
ORCHPHARMA,134239236,ORCHID PHARMA ,524372,926,BSE,EQ
ELECTCAST,128032772,ELECTROSTEEL CASTINGS,500128,928,BSE,EQ
DPABHUSHAN,139305220,D P ABHUSHAN,544161,936,BSE,EQ
ELGIEQUIP,133650948,ELGI EQUIPMENTS,522074,937,BSE,EQ
PGHL,128032260,PROCTER & GAMBLE HEALTH LIMITE,500126,940,BSE,EQ
SGBJAN26-GB,241921,2.50%GOLDBONDS2026SR-XIV,,945,NSE,EQ
622GS2035-GS,243969,GOI LOAN  6.22% 2035,,953,NSE,EQ
ESABINDIA,128034052,ESAB INDIA,500133,955,BSE,EQ
667GS2050-GS,244737,GOI LOAN  6.67% 2050,,956,NSE,EQ
ESCORTS,128126724,ESCORTS KUBOTA ,500495,958,BSE,EQ
SUBEXLTD,136281092,SUBEX,532348,967,BSE,EQ
675RJ30-SG,248065,SDL RJ 6.75% 2030,,969,NSE,EQ
535CG25-SG,248577,SDL CG 5.35% 2025,,971,NSE,EQ
64KA30C-SG,248833,SDL KA 6.4% 2030,,972,NSE,EQ
64MH30-SG,249089,SDL MH 6.4% 2030,,973,NSE,EQ
643AP30-SG,249857,SDL AP 6.43% 2030,,976,NSE,EQ
EPL,128034564,EPL,500135,981,BSE,EQ
646GJ30-SG,251393,SDL GJ 6.46% 2030,,982,NSE,EQ
648AS30-SG,252161,SDL AS 6.48% 2030,,985,NSE,EQ
648MZ30-SG,252929,SDL MZ 6.48% 2030,,988,NSE,EQ
65NL30-SG,253697,SDL NL 6.5% 2030,,991,NSE,EQ
EVERESTIND,130279940,EVEREST INDUSTRIES,508906,993,BSE,EQ
652PY30-SG,254465,SDL PY 6.52% 2030,,994,NSE,EQ
659UP30-SG,255233,SDL UP 6.59% 2030,,997,NSE,EQ
EUROTEXIND,133379588,EUROTEX INDUSTRIES & EXPORTS L,521014,999,BSE,EQ
656MH32-SG,256001,SDL MH 6.56% 2032,,1000,NSE,EQ
94SFL28-YL,256257,,,1001,NSE,EQ
679AP34-SG,257025,SDL AP 6.79% 2034,,1004,NSE,EQ
675KA35-SG,257537,SDL KA 6.75% 2035,,1006,NSE,EQ
679PN35-SG,257793,SDL PN 6.79% 2035,,1007,NSE,EQ
FACT,151046148,FERTILIZERS & CHEMICALS TRAVAN,590024,1008,BSE,EQ
68JK35-SG,258305,SDL JK 6.8% 2035,,1009,NSE,EQ
SCHAEFFLER,129482244,SCHAEFFLER INDIA ,505790,1011,BSE,EQ
676MP40-SG,259073,SDL MP 6.76% 2040,,1012,NSE,EQ
688WB40-SG,259841,SDL WB 6.88% 2040,,1015,NSE,EQ
68TS50-SG,260609,SDL TS 6.8% 2050,,1018,NSE,EQ
FEDERALBNK,128120068,FEDERAL BANK,500469,1023,BSE,EQ
AARON,263681,AARON INDUSTRIES,,1030,NSE,EQ
FINCABLES,128036868,FINOLEX CABLES,500144,1038,BSE,EQ
FINPIPE,128240644,FINOLEX INDUSTRIES,500940,1041,BSE,EQ
AXISBNKETF,267265,AXISAMC - AXISBNKETF,,1044,NSE,EQ
UFLEX,128037892,UFLEX,500148,1053,BSE,EQ
515GS2025-GS,269825,GOI LOAN  5.15% 2025,,1054,NSE,EQ
FOSECOIND,128038404,FOSECO INDIA,500150,1073,BSE,EQ
655GA30-SG,274945,SDL GA 6.55% 2030,,1074,NSE,EQ
65GJ30-SG,275201,SDL GJ 6.5% 2030,,1075,NSE,EQ
ZENSARTECH,129041156,ZENSAR TECHNOLOGIES,504067,1076,BSE,EQ
659HR30-SG,275713,SDL HR 6.59% 2030,,1077,NSE,EQ
647KA30-SG,276481,SDL KA 6.47% 2030,,1080,NSE,EQ
661RJ30-SG,277249,SDL RJ 6.61% 2030,,1083,NSE,EQ
66SK30-SG,277505,SDL SK 6.6% 2030,,1084,NSE,EQ
GABRIEL,129462788,GABRIEL INDIA,505714,1085,BSE,EQ
66UP30-SG,278017,SDL UP 6.6% 2030,,1086,NSE,EQ
684MZ34-SG,279041,SDL MZ 6.84% 2034,,1090,NSE,EQ
675KA34-SG,279553,SDL KA 6.75% 2034,,1092,NSE,EQ
679MP40-SG,280321,SDL MP 6.79% 2040,,1095,NSE,EQ
68TS50A-SG,281089,SDL TS 6.8% 2050,,1098,NSE,EQ
GARFIBRES,130446596,GARWARE TECHNICAL FIBRES LIMIT,509557,1100,BSE,EQ
DANGEE,284161,DANGEE DUMS,,1110,NSE,EQ
GHCL,128043780,GHCL,500171,1127,BSE,EQ
GTECJAINX,289025,G-TEC JAINX EDUCATION,,1129,NSE,EQ
APOLLO,138465028,APOLLO MICRO SYSTEMS ,540879,1134,BSE,EQ
GICHSGFIN,130989060,GIC HOUSING FINANCE,511676,1139,BSE,EQ
GIPCL,132428804,GUJARAT INDUSTRIES POWER CO.LT,517300,1145,BSE,EQ
GLAXO,128168964,GLAXOSMITHKLINE PHARMACEUTICAL,500660,1153,BSE,EQ
GLFL,128044548,GUJARAT LEASE FINANCING,500174,1156,BSE,EQ
654AR30-SG,296193,SDL AR 6.54% 2030,,1157,NSE,EQ
649KA30A-SG,296449,SDL KA 6.49% 2030,,1158,NSE,EQ
654RJ30A-SG,296961,SDL RJ 6.54% 2030,,1160,NSE,EQ
GTL,128040964,GTL,500160,1162,BSE,EQ
66AS30-SG,297729,SDL AS 6.6% 2030,,1163,NSE,EQ
NEWGEN,138470404,NEWGEN SOFTWARE TECHNOLOGIES L,540900,1164,BSE,EQ
66PN30-SG,298241,SDL PN 6.6% 2030,,1165,NSE,EQ
672KA33-SG,298497,SDL KA 6.72% 2033,,1166,NSE,EQ
GMBREW,129916932,G.M.BREWERIES,507488,1168,BSE,EQ
678WB35-SG,299265,SDL WB 6.78% 2035,,1169,NSE,EQ
681TR35-SG,300033,SDL TR 6.81% 2035,,1172,NSE,EQ
GNFC,128171524,GUJARAT NARMADA VALLEY FERTILI,500670,1174,BSE,EQ
GODFRYPHLP,128041732,GODFREY PHILLIPS INDIA,500163,1181,BSE,EQ
AMBER,138470916,AMBER ENTERPRISES INDIA LIMITE,540902,1185,BSE,EQ
GLAND,139070724,GLAND PHARMA ,543245,1186,BSE,EQ
FMGOETZE,129470468,FEDERAL-MOGUL GOETZE (INDIA) L,505744,1190,BSE,EQ
KANSAINER,128042244,KANSAI NEROLAC PAINTS,500165,1196,BSE,EQ
ESG,139070980,MIRAE ASSET MUTUAL FUND,543246,1200,BSE,EQ
53BR25-SG,308993,SDL BR 5.3% 2025,,1207,NSE,EQ
532CG25-SG,309505,SDL CG 5.32% 2025,,1209,NSE,EQ
532AS25-SG,309761,SDL AS 5.32% 2025,,1210,NSE,EQ
635MH28-SG,310273,SDL MH 6.35% 2028,,1212,NSE,EQ
DELTAMAGNT,129097220,DELTA MANUFACTURING,504286,1214,BSE,EQ
653HP29-SG,311041,SDL HP 6.53% 2029,,1215,NSE,EQ
PRAXIS-BE,311297,PRAXIS HOME RETAIL,,1216,NSE,EQ
66HP30-SG,312577,SDL HP 6.6% 2030,,1221,NSE,EQ
65KA30A-SG,314113,SDL KA 6.5% 2030,,1227,NSE,EQ
GRASIM,128076804,GRASIM INDUSTRIES,500300,1232,BSE,EQ
65GJ30A-SG,315649,SDL GJ 6.5% 2030,,1233,NSE,EQ
GREAVESCOT,128372484,GREAVES COTTON,501455,1235,BSE,EQ
652MH30-SG,316417,SDL MH 6.52% 2030,,1236,NSE,EQ
657GA30-SG,316673,SDL GA 6.57% 2030,,1237,NSE,EQ
658UP30-SG,317185,SDL UP 6.58% 2030,,1239,NSE,EQ
659RJ30A-SG,317697,SDL RJ 6.59% 2030,,1241,NSE,EQ
664AS30-SG,318977,SDL AS 6.64% 2030,,1246,NSE,EQ
GSFC,128176644,GUJARAT STATE FERTILIZERS & CH,500690,1247,BSE,EQ
666KA32-SG,319489,SDL KA 6.66% 2032,,1248,NSE,EQ
CASTROLIND,128222724,CASTROL INDIA,500870,1250,BSE,EQ
667MH32-SG,320257,SDL MH 6.67% 2032,,1251,NSE,EQ
67JK32-SG,320769,SDL JK 6.7% 2032,,1253,NSE,EQ
673TN40-SG,321025,SDL TN 6.73% 2040,,1254,NSE,EQ
673TS50-SG,321537,SDL TS 6.73% 2050,,1256,NSE,EQ
GUJALKALI,135680260,GUJARAT ALKALIES & CHEMICALS L,530001,1267,BSE,EQ
AMBUJACEM,128108804,AMBUJA CEMENTS,500425,1270,BSE,EQ
VASA-SM,326145,VASA RETAIL & OVERSEA,,1274,NSE,EQ
GFLLIMITED,128044292,GFL,500173,1289,BSE,EQ
HARRMALAYA,128119556,HARRISONS MALAYALAM,500467,1313,BSE,EQ
GALAXYSURF,138479364,GALAXY SURFACTANTS ,540935,1315,BSE,EQ
HCL-INSYS,128045828,HCL INFOSYSTEMS,500179,1327,BSE,EQ
MARINE,339969,MARINE ELECTRICAL (I),,1328,NSE,EQ
HDFCBANK,128046084,HDFC BANK,500180,1333,BSE,EQ
HEG,130465540,HEG,509631,1336,BSE,EQ
SDBL,129923588,SOM DISTILLERIES & BREWERIES L,507514,1338,BSE,EQ
585GS2030-GS,343297,GOI LOAN  5.85% 2030,,1341,NSE,EQ
SGBN28VIII-GB,343553,2.5%GOLDBONDS2028SR-VIII,,1342,NSE,EQ
HEROMOTOCO,128046596,HERO MOTOCORP,500182,1348,BSE,EQ
AMJUMBO-SM,346369,A AND M JUMBO BAGS,,1353,NSE,EQ
HIMATSEIDE,131595012,HIMATSINGKA SEIDE,514043,1360,BSE,EQ
622KL27-SG,348417,SDL KL 6.22% 2027,,1361,NSE,EQ
64AP28-SG,348673,SDL AP 6.4% 2028,,1362,NSE,EQ
HINDALCO,128112644,HINDALCO INDUSTRIES,500440,1363,BSE,EQ
649GJ29-SG,349185,SDL GJ 6.49% 2029,,1364,NSE,EQ
653KA30-SG,349441,SDL KA 6.53% 2030,,1365,NSE,EQ
66MN30-SG,350209,SDL MN 6.6% 2030,,1368,NSE,EQ
662RJ30-SG,350465,SDL RJ 6.62% 2030,,1369,NSE,EQ
HINDCOMPOS,130466564,HINDUSTAN COMPOSITES,509635,1372,BSE,EQ
665JK30-SG,351489,SDL JK 6.65% 2030,,1373,NSE,EQ
HCC,128047364,HINDUSTAN CONSTRUCTION CO.LTD.,500185,1375,BSE,EQ
668JH32-SG,352257,SDL JH 6.68% 2032,,1376,NSE,EQ
668AP33-SG,352769,SDL AP 6.68% 2033,,1378,NSE,EQ
669KA37-SG,353025,SDL KA 6.69% 2037,,1379,NSE,EQ
855IREDA29-N2,353281,,,1380,NSE,EQ
673PN40-SG,353793,SDL PN 6.73% 2040,,1382,NSE,EQ
855IREDA34-N3,354049,,,1383,NSE,EQ
674TS50-SG,354817,SDL TS 6.74% 2050,,1386,NSE,EQ
880IREDA29-N5,356097,,,1391,NSE,EQ
880IREDA34-N6,356609,,,1393,NSE,EQ
HINDUNILVR,128178180,HINDUSTAN UNILEVER,500696,1394,BSE,EQ
HINDOILEXP,128047620,HINDUSTAN OIL EXPLORATION CO.L,500186,1403,BSE,EQ
HINDPETRO,128026628,HINDUSTAN PETROLEUM CORPORATIO,500104,1406,BSE,EQ
AGI,128047876,AGI GREENPAC,500187,1412,BSE,EQ
GLOBAL,362241,GLOBAL EDUCATION,,1415,NSE,EQ
66RJ30B-SG,364033,SDL RJ 6.6% 2030,,1422,NSE,EQ
HINDZINC,128048132,HINDUSTAN ZINC,500188,1424,BSE,EQ
662AS30-SG,364801,SDL AS 6.62% 2030,,1425,NSE,EQ
MHHL-SM,365057,MOHINI HEALTH&HYGIENE,,1426,NSE,EQ
662NL30-SG,365569,SDL NL 6.62% 2030,,1428,NSE,EQ
668MZ31-SG,366081,SDL MZ 6.68% 2031,,1430,NSE,EQ
668AP35A-SG,366593,SDL AP 6.68% 2035,,1432,NSE,EQ
668KA36-SG,367873,SDL KA 6.68% 2036,,1437,NSE,EQ
SANOFI,128172548,SANOFI INDIA,500674,1442,BSE,EQ
671WB40-SG,369409,SDL WB 6.71% 2040,,1443,NSE,EQ
671TS40-SG,370177,SDL TS 6.71% 2040,,1446,NSE,EQ
HLVLTD,128049412,HLV,500193,1448,BSE,EQ
593CG26-SG,370945,SDL CG 5.93% 2026,,1449,NSE,EQ
654KA30-SG,371969,SDL KA 6.54% 2030,,1453,NSE,EQ
655GA30A-SG,372225,SDL GA 6.55% 2030,,1454,NSE,EQ
BIRLANU,130476804,BIRLANU,509675,1455,BSE,EQ
ACCURACY,375041,ACCURACY SHIPPING,,1465,NSE,EQ
AKZOINDIA,128181764,AKZO NOBEL INDIA,500710,1467,BSE,EQ
IDBI,128029700,IDBI BANK,500116,1476,BSE,EQ
REPL,378881,RUDRABHISHEK ENTERP,,1480,NSE,EQ
IFBAGRO,129904132,IFB AGRO INDUSTRIES,507438,1482,BSE,EQ
IFBIND,129465860,IFB INDUSTRIES,505726,1485,BSE,EQ
IFCI,128027140,IFCI,500106,1491,BSE,EQ
RBA,139071492,RESTAURANT BRANDS ASIA ,543248,1494,BSE,EQ
SHIVAMILLS,138486020,SHIVA MILLS ,540961,1497,BSE,EQ
MOGSEC,139072004,,543250,1507,BSE,EQ
ASTERDM,138489604,ASTER DM HEALTHCARE ,540975,1508,BSE,EQ
INDHOTEL,128217604,INDIAN HOTELS CO.LTD.,500850,1512,BSE,EQ
535RJ25-SG,387329,SDL RJ 5.35% 2025,,1513,NSE,EQ
INDIACEM,135681284,INDIA CEMENTS,530005,1515,BSE,EQ
654GA30A-SG,388097,SDL GA 6.54% 2030,,1516,NSE,EQ
INDIAGLYCO,128051460,INDIA GLYCOLS,500201,1521,BSE,EQ
652KA30-SG,389633,SDL KA 6.52% 2030,,1522,NSE,EQ
656UP30-SG,390401,SDL UP 6.56% 2030,,1525,NSE,EQ
66ML30-SG,391169,SDL ML 6.6% 2030,,1528,NSE,EQ
INDIANHUME,129213700,INDIAN HUME PIPE CO.LTD.,504741,1530,BSE,EQ
665KA35-SG,391937,SDL KA 6.65% 2035,,1531,NSE,EQ
668WB35-SG,392193,SDL WB 6.68% 2035,,1532,NSE,EQ
667TS50-SG,392961,SDL TS 6.67% 2050,,1535,NSE,EQ
RKEC,396033,RKEC PROJECTS,,1547,NSE,EQ
GMMPFAUDLR,129345284,GMM PFAUDLER,505255,1570,BSE,EQ
RVHL-BE,402433,RAVINDER HEIGHTS,,1572,NSE,EQ
GILLETTE,130000644,GILLETTE INDIA,507815,1576,BSE,EQ
TARC,139071748,TARC,543249,1581,BSE,EQ
MGEL,139333892,MANGALAM GLOBAL ENTERPRISE LIM,544273,1593,BSE,EQ
INFY,128053508,INFOSYS,500209,1594,BSE,EQ
INGERRAND,128053764,INGERSOLL-RAND (INDIA),500210,1597,BSE,EQ
AURIGROW,411393,AURI GROW INDIA,,1607,NSE,EQ
FAIRCHEMOR,139072516,FAIRCHEM ORGANICS ,543252,1614,BSE,EQ
TATAINVEST,128333060,TATA INVESTMENT CORPORATION LT,501301,1621,BSE,EQ
IOC,135927044,INDIAN OIL CORPORATION,530965,1624,BSE,EQ
LINDEINDIA,134004996,LINDE INDIA ,523457,1627,BSE,EQ
BECTORFOOD,139072772,MRS. BECTORS FOOD SPECIALITIES,543253,1628,BSE,EQ
IONEXCHANG,128054788,ION EXCHANGE (INDIA),500214,1630,BSE,EQ
IPCALAB,134270468,IPCA LABORATORIES,524494,1633,BSE,EQ
657HP30-SG,420865,SDL HP 6.57% 2030,,1644,NSE,EQ
66AS30A-SG,421121,SDL AS 6.6% 2030,,1645,NSE,EQ
658GA30A-SG,421377,SDL GA 6.58% 2030,,1646,NSE,EQ
657HP30A-SG,421633,SDL HP 6.57% 2030,,1647,NSE,EQ
66UP30A-SG,422145,SDL UP 6.6% 2030,,1649,NSE,EQ
651KA30B-SG,422401,SDL KA 6.51% 2030,,1650,NSE,EQ
663KA34-SG,422657,SDL KA 6.63% 2034,,1651,NSE,EQ
663TN35-SG,422913,SDL TN 6.63% 2035,,1652,NSE,EQ
669TS40-SG,423681,SDL TS 6.69% 2040,,1655,NSE,EQ
ITC,128224004,ITC,500875,1660,BSE,EQ
SUNDROP,128055044,SUNDROP BRANDS,500215,1663,BSE,EQ
HGINFRA,138500868,H.G. INFRA ENGINEERING ,541019,1672,BSE,EQ
ITI,134044164,ITI,523610,1675,BSE,EQ
IVP,129940484,IVP,507580,1681,BSE,EQ
662UP30-SG,433921,SDL UP 6.62% 2030,,1695,NSE,EQ
541GA25-SG,434433,SDL GA 5.41% 2025,,1697,NSE,EQ
532RJ25-SG,435201,SDL RJ 5.32% 2025,,1700,NSE,EQ
588CG26-SG,435969,SDL CG 5.88% 2026,,1703,NSE,EQ
617KL27-SG,437505,SDL KL 6.17% 2027,,1709,NSE,EQ
66ML30A-SG,438273,SDL ML 6.6% 2030,,1712,NSE,EQ
66RJ30C-SG,439041,SDL RJ 6.6% 2030,,1715,NSE,EQ
JAYSREETEA,130487044,JAY SHREE TEA & INDUSTRIES,509715,1720,BSE,EQ
66WB30-SG,440577,SDL WB 6.6% 2030,,1721,NSE,EQ
JBCHEPHARM,129777412,J.B.CHEMICALS & PHARMACEUTICAL,506943,1726,BSE,EQ
651KA30C-SG,442113,SDL KA 6.51% 2030,,1727,NSE,EQ
664PY32-SG,442881,SDL PY 6.64% 2032,,1730,NSE,EQ
662KA32A-SG,443649,SDL KA 6.62% 2032,,1733,NSE,EQ
665TR35-SG,444929,SDL TR 6.65% 2035,,1738,NSE,EQ
665AP36-SG,445185,SDL AP 6.65% 2036,,1739,NSE,EQ
665TS40-SG,445953,SDL TS 6.65% 2040,,1742,NSE,EQ
665AP40-SG,446721,SDL AP 6.65% 2040,,1745,NSE,EQ
JINDALPOLY,128058116,JINDAL POLY FILMS,500227,1756,BSE,EQ
665PN50A-SG,449793,SDL PN 6.65% 2050,,1757,NSE,EQ
868NHB29-N3,450049,,,1758,NSE,EQ
865NHB34-N4,450817,,,1761,NSE,EQ
893NHB29-N6,451841,,,1765,NSE,EQ
890NHB34-N7,452353,,,1767,NSE,EQ
KANPRPLA,129991428,KANPUR PLASTIPACK,507779,1782,BSE,EQ
AWHCL,139073028,ANTONY WASTE HANDLING CELL LIM,543254,1797,BSE,EQ
JYOTISTRUC,131392004,JYOTI STRUCTURES,513250,1802,BSE,EQ
KABRAEXTRU,134171908,KABRA EXTRUSIONTECHNIK,524109,1805,BSE,EQ
KAJARIACER,128059652,KAJARIA CERAMICS,500233,1808,BSE,EQ
KAKATCEM,128059908,KAKATIYA CEMENT SUGAR & INDUST,500234,1811,BSE,EQ
KPIL,133705476,KALPATARU PROJECTS INTERNATION,522287,1814,BSE,EQ
532AS26-SG,466177,SDL AS 5.32% 2026,,1821,NSE,EQ
582RJ27-SG,466945,SDL RJ 5.82% 2027,,1824,NSE,EQ
KAMATHOTEL,134827012,KAMAT HOTELS (INDIA),526668,1826,BSE,EQ
645GJ30A-SG,467713,SDL GJ 6.45% 2030,,1827,NSE,EQ
658GA31-SG,468481,SDL GA 6.58% 2031,,1830,NSE,EQ
663MN31-SG,469249,SDL MN 6.63% 2031,,1833,NSE,EQ
KANORICHEM,129670404,KANORIA CHEMICALS & INDUSTRIES,506525,1835,BSE,EQ
659RJ31-SG,470017,SDL RJ 6.59% 2031,,1836,NSE,EQ
KARURVYSYA,151040772,KARUR VYSYA BANK,590003,1838,BSE,EQ
653TN31-SG,470785,SDL TN 6.53% 2031,,1839,NSE,EQ
KCP,151056900,K.C.P.LTD.,590066,1841,BSE,EQ
66UP31-SG,471553,SDL UP 6.6% 2031,,1842,NSE,EQ
66UK31-SG,474625,SDL UK 6.6% 2031,,1854,NSE,EQ
KESORAMIND,128751876,KESORAM INDUSTRIES,502937,1859,BSE,EQ
666JH34-SG,476161,SDL JH 6.66% 2034,,1860,NSE,EQ
664JK36-SG,476929,SDL JK 6.64% 2036,,1863,NSE,EQ
664AP39-SG,477697,SDL AP 6.64% 2039,,1866,NSE,EQ
665AP41-SG,478977,SDL AP 6.65% 2041,,1871,NSE,EQ
664TS51-SG,479233,SDL TS 6.64% 2051,,1872,NSE,EQ
CARYSIL,134167300,CARYSIL,524091,1879,BSE,EQ
572BR26-SG,482817,SDL BR 5.72% 2026,,1886,NSE,EQ
597CG27-SG,483073,SDL CG 5.97% 2027,,1887,NSE,EQ
664SK31-SG,483329,SDL SK 6.64% 2031,,1888,NSE,EQ
657TN31-SG,483841,SDL TN 6.57% 2031,,1890,NSE,EQ
661UP31-SG,484097,SDL UP 6.61% 2031,,1891,NSE,EQ
661RJ31-SG,485377,SDL RJ 6.61% 2031,,1896,NSE,EQ
664MZ32-SG,486145,SDL MZ 6.64% 2032,,1899,NSE,EQ
CUMMINSIND,128122884,CUMMINS INDIA,500480,1901,BSE,EQ
663WB41-SG,486913,SDL WB 6.63% 2041,,1902,NSE,EQ
663AP37-SG,487681,SDL AP 6.63% 2037,,1905,NSE,EQ
663PN51-SG,488961,SDL PN 6.63% 2051,,1910,NSE,EQ
KOPRAN,134215684,KOPRAN,524280,1919,BSE,EQ
SGBJAN29IX-GB,491521,2.50%GOLDBONDS2029SR-IX,,1920,NSE,EQ
KOTAKBANK,128063236,KOTAK MAHINDRA BANK,500247,1922,BSE,EQ
WEALTH,139401220,WEALTH FIRST PORTFOLIO MANAGER,544536,1923,BSE,EQ
LIQUIDETF,138520836,,541097,1927,BSE,EQ
582BR26-SG,495617,SDL BR 5.82% 2026,,1936,NSE,EQ
KREBSBIO,134276612,KREBS BIOCHEMICALS & INDUSTRIE,524518,1937,BSE,EQ
662UP31-SG,496129,SDL UP 6.62% 2031,,1938,NSE,EQ
662GA31-SG,496385,SDL GA 6.62% 2031,,1939,NSE,EQ
663ML31-SG,496641,SDL ML 6.63% 2031,,1940,NSE,EQ
661KA33-SG,497665,SDL KA 6.61% 2033,,1944,NSE,EQ
661WB36-SG,498433,SDL WB 6.61% 2036,,1947,NSE,EQ
KSB,128063748,KSB,500249,1949,BSE,EQ
66KA37-SG,499201,SDL KA 6.6% 2037,,1950,NSE,EQ
661MP37-SG,499969,SDL MP 6.61% 2037,,1953,NSE,EQ
662TS41-SG,501505,SDL TS 6.62% 2041,,1959,NSE,EQ
TRENT,128064260,TRENT,500251,1964,BSE,EQ
LMW,128064516,LMW ,500252,1979,BSE,EQ
863IRFC29-NC,509697,,,1991,NSE,EQ
LIBERTSHOE,134808580,LIBERTY SHOES,526596,1994,BSE,EQ
LICHSGFIN,128064772,LIC HOUSING FINANCE,500253,1997,BSE,EQ
888IRFC29-NE,511745,,,1999,NSE,EQ
SGBJAN29X-GB,512769,2.50%GOLDBONDS2029SR-X,,2003,NSE,EQ
AHLADA,513025,AHLADA ENGINEERS,,2004,NSE,EQ
61CG27-SG,515329,SDL CG 6.1% 2027,,2013,NSE,EQ
657GJ31-SG,515585,SDL GJ 6.57% 2031,,2014,NSE,EQ
661RJ31A-SG,516097,SDL RJ 6.61% 2031,,2016,NSE,EQ
661TS51-SG,516353,SDL TS 6.61% 2051,,2017,NSE,EQ
LUMAXIND,132404740,LUMAX INDUSTRIES,517206,2018,BSE,EQ
662HR41-SG,516865,SDL HR 6.62% 2041,,2019,NSE,EQ
662RJ41-SG,517121,SDL RJ 6.62% 2041,,2020,NSE,EQ
663HP31-SG,517377,SDL HP 6.63% 2031,,2021,NSE,EQ
663WB31-SG,517633,SDL WB 6.63% 2031,,2022,NSE,EQ
663HP33-SG,517889,SDL HP 6.63% 2033,,2023,NSE,EQ
664UP31-SG,518145,SDL UP 6.64% 2031,,2024,NSE,EQ
LYKALABS,128066308,LYKA LABS,500259,2028,BSE,EQ
IRFC,139073796,INDIAN RAILWAY FINANCE CORPORA,543257,2029,BSE,EQ
M&M,128133124,MAHINDRA & MAHINDRA,500520,2031,BSE,EQ
RAMCOCEM,128066564,THE RAMCO CEMENTS,500260,2043,BSE,EQ
INDIGOPNTS,139074052,INDIGO PAINTS ,543258,2048,BSE,EQ
CHENNPETRO,128028164,CHENNAI PETROLEUM CORPORATION,500110,2049,BSE,EQ
HOMEFIRST,139074308,HOME FIRST FINANCE COMPANY IND,543259,2056,BSE,EQ
689BR28-SG,528641,SDL BR 6.89% 2028,,2065,NSE,EQ
645RJ27-SG,530177,SDL RJ 6.45% 2027,,2071,NSE,EQ
VTL,128764420,VARDHMAN TEXTILES,502986,2073,BSE,EQ
699JK31-SG,530945,SDL JK 6.99% 2031,,2074,NSE,EQ
685GA31-SG,531713,SDL GA 6.85% 2031,,2077,NSE,EQ
688MN31-SG,531969,SDL MN 6.88% 2031,,2078,NSE,EQ
